,date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_2_normalized,smart_3_normalized,smart_4_normalized,smart_5_normalized,smart_7_normalized,smart_8_normalized,smart_9_normalized,smart_10_normalized,smart_11_normalized,smart_12_normalized,smart_13_normalized,smart_15_normalized,smart_22_normalized,smart_183_normalized,smart_184_normalized,smart_187_normalized,smart_188_normalized,smart_189_normalized,smart_190_normalized,smart_191_normalized,smart_192_normalized,smart_193_normalized,smart_194_normalized,smart_195_normalized,smart_196_normalized,smart_197_normalized,smart_198_normalized,smart_199_normalized,smart_200_normalized,smart_201_normalized,smart_220_normalized,smart_222_normalized,smart_223_normalized,smart_224_normalized,smart_225_normalized,smart_226_normalized,smart_240_normalized,smart_241_normalized,smart_242_normalized,smart_250_normalized,smart_251_normalized,smart_252_normalized,smart_254_normalized,smart_255_normalized
388803,2016-01-06,Z1Z05JPD,ST4000DX000,1.976651427858e-311,0,115,,91,100,100,95,,74,100,,100,,,,100.0,100.0,100.0,100.0,100.0,62.0,100.0,100.0,100.0,38.0,58.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
389019,2016-01-06,Z1Z0548J,ST4000DX000,1.976651427858e-311,0,110,,91,100,100,86,,97,100,,100,,,,100.0,100.0,100.0,100.0,93.0,72.0,100.0,100.0,100.0,28.0,60.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
389642,2016-01-06,Z1Z053BN,ST4000DX000,1.976651427858e-311,0,119,,90,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,100.0,67.0,100.0,100.0,100.0,33.0,51.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
389658,2016-01-06,Z1Z02WNA,ST4000DX000,1.976651427858e-311,0,111,,90,100,100,86,,97,100,,100,,,,100.0,100.0,100.0,100.0,100.0,78.0,100.0,100.0,100.0,22.0,60.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
390743,2016-01-06,Z1Z06GE3,ST4000DX000,1.976651427858e-311,0,118,,90,100,100,95,,74,100,,100,,,,100.0,100.0,100.0,100.0,99.0,67.0,100.0,100.0,100.0,33.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
390943,2016-01-06,Z1Z05405,ST4000DX000,1.976651427858e-311,0,119,,90,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,99.0,66.0,100.0,100.0,100.0,34.0,32.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
391315,2016-01-06,Z1Z03HAZ,ST4000DX000,1.976651427858e-311,0,120,,90,100,100,95,,74,100,,100,,,,100.0,100.0,100.0,100.0,99.0,66.0,100.0,100.0,100.0,34.0,60.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
391874,2016-01-06,Z1Z05QM0,ST4000DX000,1.976651427858e-311,0,117,,90,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,96.0,65.0,100.0,100.0,100.0,35.0,53.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
391895,2016-01-06,Z1Z05LB0,ST4000DX000,1.976651427858e-311,0,120,,91,100,100,86,,97,100,,100,,,,100.0,100.0,100.0,100.0,100.0,73.0,100.0,100.0,100.0,27.0,60.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
391896,2016-01-06,Z1Z05AF0,ST4000DX000,1.976651427858e-311,0,117,,91,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,98.0,64.0,100.0,100.0,100.0,36.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
392330,2016-01-06,Z1Z053GQ,ST4000DX000,1.976651427858e-311,0,118,,91,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,95.0,64.0,100.0,100.0,100.0,36.0,56.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
392393,2016-01-06,Z1Z059QB,ST4000DX000,1.976651427858e-311,0,118,,90,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,98.0,68.0,100.0,100.0,100.0,32.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
392398,2016-01-06,Z1Z05HDT,ST4000DX000,1.976651427858e-311,0,118,,91,100,100,86,,97,100,,100,,,,100.0,100.0,100.0,100.0,100.0,73.0,100.0,100.0,100.0,27.0,58.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
392557,2016-01-06,Z1Z03FQS,ST4000DX000,1.976651427858e-311,0,118,,90,100,100,95,,72,100,,100,,,,100.0,100.0,100.0,100.0,98.0,66.0,100.0,100.0,100.0,34.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
392558,2016-01-06,Z1Z03FQM,ST4000DX000,1.976651427858e-311,0,116,,90,100,100,95,,72,100,,100,,,,100.0,100.0,100.0,100.0,97.0,65.0,100.0,100.0,100.0,35.0,54.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
392791,2016-01-06,Z1Z05CAJ,ST4000DX000,1.976651427858e-311,0,113,,90,100,100,95,,74,100,,100,,,,100.0,100.0,100.0,100.0,100.0,71.0,100.0,100.0,100.0,29.0,53.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
393060,2016-01-06,Z1Z03PWN,ST4000DX000,1.976651427858e-311,0,115,,91,100,100,95,,74,100,,100,,,,100.0,100.0,100.0,100.0,99.0,63.0,100.0,100.0,100.0,37.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
393351,2016-01-06,Z1Z03PLE,ST4000DX000,1.976651427858e-311,0,119,,91,100,100,86,,97,100,,100,,,,100.0,100.0,100.0,100.0,100.0,75.0,100.0,100.0,100.0,25.0,53.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
393933,2016-01-06,Z1Z06FVG,ST4000DX000,1.976651427858e-311,0,118,,91,100,100,86,,97,100,,100,,,,100.0,100.0,100.0,100.0,98.0,74.0,100.0,100.0,100.0,26.0,58.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
393992,2016-01-06,Z1Z04PR0,ST4000DX000,1.976651427858e-311,0,117,,90,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,100.0,62.0,100.0,100.0,100.0,38.0,31.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
394938,2016-01-06,Z1Z06K9J,ST4000DX000,1.976651427858e-311,0,107,,91,100,100,86,,97,100,,100,,,,100.0,100.0,100.0,100.0,100.0,74.0,100.0,100.0,100.0,26.0,59.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
394939,2016-01-06,Z1Z04V7A,ST4000DX000,1.976651427858e-311,0,116,,90,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,98.0,68.0,100.0,100.0,100.0,32.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
394998,2016-01-06,Z1Z030A6,ST4000DX000,1.976651427858e-311,0,117,,90,100,100,95,,72,100,,100,,,,100.0,100.0,100.0,100.0,99.0,66.0,100.0,100.0,100.0,34.0,56.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
395046,2016-01-06,Z1Z041E9,ST4000DX000,1.976651427858e-311,0,119,,91,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,100.0,65.0,100.0,100.0,100.0,35.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
395093,2016-01-06,Z1Z055BN,ST4000DX000,1.976651427858e-311,0,116,,90,100,100,95,,74,100,,100,,,,100.0,100.0,100.0,100.0,98.0,69.0,100.0,100.0,100.0,31.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
395902,2016-01-06,Z1Z042YF,ST4000DX000,1.976651427858e-311,0,111,,90,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,99.0,65.0,100.0,100.0,100.0,35.0,57.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
396134,2016-01-06,Z1Z03JP0,ST4000DX000,1.976651427858e-311,0,117,,89,100,100,95,,72,100,,100,,,,100.0,100.0,100.0,100.0,99.0,69.0,100.0,100.0,100.0,31.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
396160,2016-01-06,Z1Z03JPR,ST4000DX000,1.976651427858e-311,0,114,,90,100,100,95,,72,100,,100,,,,100.0,100.0,100.0,100.0,100.0,69.0,100.0,100.0,100.0,31.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
396281,2016-01-06,Z1Z05PZX,ST4000DX000,1.976651427858e-311,0,119,,90,100,100,95,,74,100,,100,,,,100.0,100.0,100.0,100.0,99.0,69.0,100.0,100.0,100.0,31.0,54.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
396575,2016-01-06,Z1Z03FAP,ST4000DX000,1.976651427858e-311,0,119,,90,100,100,95,,72,100,,100,,,,100.0,100.0,100.0,100.0,69.0,66.0,100.0,100.0,100.0,34.0,56.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
396658,2016-01-06,Z1Z0279D,ST4000DX000,1.976651427858e-311,0,118,,90,100,100,95,,72,100,,100,,,,100.0,100.0,100.0,100.0,98.0,67.0,100.0,100.0,100.0,33.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
397112,2016-01-06,Z1Z05HDV,ST4000DX000,1.976651427858e-311,0,118,,90,100,100,95,,74,100,,100,,,,100.0,100.0,100.0,100.0,99.0,65.0,100.0,100.0,100.0,35.0,58.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
397213,2016-01-06,Z1Z05P52,ST4000DX000,1.976651427858e-311,0,117,,90,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,94.0,65.0,100.0,100.0,100.0,35.0,47.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
397265,2016-01-06,Z1Z03F7T,ST4000DX000,1.976651427858e-311,0,112,,91,100,100,86,,97,100,,100,,,,100.0,100.0,100.0,100.0,100.0,76.0,100.0,100.0,100.0,24.0,60.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
397440,2016-01-06,Z1Z05984,ST4000DX000,1.976651427858e-311,0,112,,90,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,100.0,69.0,100.0,100.0,100.0,31.0,53.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
398301,2016-01-06,Z1Z06JGJ,ST4000DX000,1.976651427858e-311,0,119,,90,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,100.0,68.0,100.0,100.0,100.0,32.0,50.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
398311,2016-01-06,Z1Z05AEA,ST4000DX000,1.976651427858e-311,0,120,,91,100,100,86,,97,100,,100,,,,100.0,100.0,100.0,100.0,100.0,74.0,100.0,100.0,100.0,26.0,60.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
398635,2016-01-06,Z1Z058NN,ST4000DX000,1.976651427858e-311,0,111,,91,100,100,95,,74,100,,100,,,,100.0,100.0,100.0,100.0,100.0,62.0,100.0,100.0,100.0,38.0,60.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
398639,2016-01-06,Z1Z058NE,ST4000DX000,1.976651427858e-311,0,117,,91,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,93.0,65.0,100.0,100.0,100.0,35.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
398829,2016-01-06,Z1Z0541W,ST4000DX000,1.976651427858e-311,0,117,,90,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,96.0,69.0,100.0,100.0,100.0,31.0,56.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
398857,2016-01-06,Z1Z03FRE,ST4000DX000,1.976651427858e-311,0,111,,90,100,100,86,,97,100,,100,,,,100.0,100.0,100.0,100.0,97.0,77.0,100.0,100.0,100.0,23.0,60.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
399009,2016-01-06,Z1Z04A1X,ST4000DX000,1.976651427858e-311,0,117,,90,100,100,95,,74,100,,100,,,,100.0,100.0,100.0,100.0,98.0,62.0,100.0,100.0,100.0,38.0,58.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
399010,2016-01-06,Z1Z05A1B,ST4000DX000,1.976651427858e-311,0,117,,91,100,100,86,,97,100,,100,,,,100.0,100.0,100.0,100.0,100.0,73.0,100.0,100.0,100.0,27.0,60.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
399107,2016-01-06,Z1Z05CDD,ST4000DX000,1.976651427858e-311,0,115,,91,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,100.0,64.0,100.0,100.0,100.0,36.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
399109,2016-01-06,Z1Z05CDN,ST4000DX000,1.976651427858e-311,0,118,,91,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,100.0,63.0,100.0,100.0,100.0,37.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
399182,2016-01-06,Z1Z02Y2Z,ST4000DX000,1.976651427858e-311,0,114,,90,100,100,95,,72,100,,100,,,,100.0,100.0,100.0,100.0,98.0,69.0,100.0,100.0,100.0,31.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
399616,2016-01-06,Z1Z04RMH,ST4000DX000,1.976651427858e-311,0,120,,91,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,100.0,65.0,100.0,100.0,100.0,35.0,56.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
399796,2016-01-06,Z1Z03EWL,ST4000DX000,1.976651427858e-311,0,119,,90,100,100,95,,72,100,,100,,,,100.0,100.0,100.0,100.0,92.0,66.0,100.0,100.0,100.0,34.0,56.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
399854,2016-01-06,Z1Z02S5W,ST4000DX000,1.976651427858e-311,0,117,,91,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,99.0,64.0,100.0,100.0,100.0,36.0,52.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
401268,2016-01-06,Z1Z06K6D,ST4000DX000,1.976651427858e-311,0,118,,90,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,96.0,65.0,100.0,100.0,100.0,35.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
401320,2016-01-06,Z1Z046YN,ST4000DX000,1.976651427858e-311,0,115,,91,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,54.0,63.0,100.0,100.0,100.0,37.0,58.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
401410,2016-01-06,Z1Z03CFJ,ST4000DX000,1.976651427858e-311,0,118,,91,100,100,86,,97,100,,100,,,,100.0,100.0,100.0,100.0,100.0,79.0,100.0,100.0,100.0,21.0,59.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
401818,2016-01-06,Z1Z05C81,ST4000DX000,1.976651427858e-311,0,117,,91,100,100,86,,97,100,,100,,,,100.0,100.0,100.0,100.0,100.0,74.0,100.0,100.0,100.0,26.0,58.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
401872,2016-01-06,Z1Z05C8Z,ST4000DX000,1.976651427858e-311,0,115,,90,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,99.0,67.0,100.0,100.0,100.0,33.0,49.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
402636,2016-01-06,Z1Z03VF5,ST4000DX000,1.976651427858e-311,0,116,,91,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,100.0,63.0,100.0,100.0,100.0,37.0,53.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
402691,2016-01-06,Z1Z02R5Z,ST4000DX000,1.976651427858e-311,0,115,,91,100,100,86,,97,100,,100,,,,100.0,100.0,100.0,100.0,93.0,74.0,100.0,100.0,100.0,26.0,59.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
403005,2016-01-07,Z1Z0432J,ST4000DX000,1.976651427858e-311,0,102,,91,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,99.0,66.0,100.0,100.0,100.0,34.0,54.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
403332,2016-01-07,Z1Z06H5C,ST4000DX000,1.976651427858e-311,0,117,,91,100,100,86,,97,100,,100,,,,100.0,100.0,100.0,100.0,99.0,78.0,100.0,100.0,100.0,22.0,60.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
403462,2016-01-07,Z1Z059JT,ST4000DX000,1.976651427858e-311,0,119,,90,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,85.0,67.0,100.0,100.0,100.0,33.0,59.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
403472,2016-01-07,Z1Z059JQ,ST4000DX000,1.976651427858e-311,0,116,,91,100,100,95,,74,100,,100,,,,100.0,100.0,100.0,100.0,99.0,61.0,100.0,100.0,100.0,39.0,33.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
403776,2016-01-07,Z1Z02TSF,ST4000DX000,1.976651427858e-311,0,114,,90,100,100,86,,97,100,,100,,,,100.0,100.0,100.0,100.0,100.0,79.0,100.0,100.0,100.0,21.0,37.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
403826,2016-01-07,Z1Z04CJ9,ST4000DX000,1.976651427858e-311,0,120,,90,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,99.0,68.0,100.0,100.0,100.0,32.0,56.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
403828,2016-01-07,Z1Z0546D,ST4000DX000,1.976651427858e-311,0,114,,91,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,100.0,65.0,100.0,100.0,100.0,35.0,56.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
403829,2016-01-07,Z1Z03EGR,ST4000DX000,1.976651427858e-311,0,111,,90,100,100,95,,72,100,,100,,,,100.0,100.0,100.0,100.0,100.0,71.0,100.0,100.0,100.0,29.0,56.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
403831,2016-01-07,Z1Z0546N,ST4000DX000,1.976651427858e-311,0,119,,91,100,100,95,,74,100,,100,,,,100.0,100.0,100.0,100.0,99.0,62.0,100.0,100.0,100.0,38.0,59.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
404387,2016-01-07,Z1Z03FTJ,ST4000DX000,1.976651427858e-311,0,119,,90,100,100,95,,72,100,,100,,,,100.0,100.0,100.0,100.0,97.0,65.0,100.0,100.0,100.0,35.0,56.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
405777,2016-01-07,Z1Z0373X,ST4000DX000,1.976651427858e-311,0,118,,90,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,99.0,65.0,100.0,100.0,100.0,35.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
405837,2016-01-07,Z1Z03J9E,ST4000DX000,1.976651427858e-311,0,119,,91,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,94.0,63.0,100.0,100.0,100.0,37.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
405840,2016-01-07,Z1Z03PYX,ST4000DX000,1.976651427858e-311,0,114,,90,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,99.0,68.0,100.0,100.0,100.0,32.0,58.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
406185,2016-01-07,Z1Z03ERE,ST4000DX000,1.976651427858e-311,0,117,,90,100,100,95,,72,100,,100,,,,100.0,100.0,100.0,100.0,100.0,67.0,100.0,100.0,100.0,33.0,56.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
406628,2016-01-07,Z1Z04EJR,ST4000DX000,1.976651427858e-311,0,114,,90,100,100,86,,97,100,,100,,,,100.0,100.0,100.0,100.0,100.0,74.0,100.0,100.0,100.0,26.0,59.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
406716,2016-01-07,Z1Z04PP1,ST4000DX000,1.976651427858e-311,0,117,,91,100,100,86,,97,100,,100,,,,100.0,100.0,100.0,100.0,100.0,75.0,100.0,100.0,100.0,25.0,60.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
406782,2016-01-07,Z1Z06JJ1,ST4000DX000,1.976651427858e-311,0,117,,91,100,100,86,,97,100,,100,,,,100.0,100.0,100.0,100.0,99.0,75.0,100.0,100.0,100.0,25.0,60.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
407515,2016-01-07,Z1Z047DC,ST4000DX000,1.976651427858e-311,0,108,,91,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,99.0,64.0,100.0,100.0,100.0,36.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
407735,2016-01-07,Z1Z03F8P,ST4000DX000,1.976651427858e-311,0,119,,90,100,100,95,,72,100,,100,,,,100.0,100.0,100.0,100.0,100.0,67.0,100.0,100.0,100.0,33.0,56.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
408233,2016-01-07,Z1Z04SF2,ST4000DX000,1.976651427858e-311,0,115,,91,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,98.0,64.0,100.0,100.0,100.0,36.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
408633,2016-01-07,Z1Z03JEY,ST4000DX000,1.976651427858e-311,0,119,,90,100,100,95,,72,100,,100,,,,100.0,100.0,100.0,100.0,99.0,66.0,100.0,100.0,100.0,34.0,53.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
408738,2016-01-07,Z1Z03H2G,ST4000DX000,1.976651427858e-311,0,118,,90,100,100,95,,72,100,,100,,,,100.0,100.0,100.0,100.0,99.0,65.0,100.0,100.0,100.0,35.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
408784,2016-01-07,Z1Z05AX4,ST4000DX000,1.976651427858e-311,0,115,,90,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,86.0,66.0,100.0,100.0,100.0,34.0,54.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
408968,2016-01-07,Z1Z059YA,ST4000DX000,1.976651427858e-311,0,117,,91,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,100.0,64.0,100.0,100.0,100.0,36.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
409216,2016-01-07,Z1Z05Q5Q,ST4000DX000,1.976651427858e-311,0,118,,91,100,100,95,,74,100,,100,,,,100.0,100.0,100.0,100.0,99.0,61.0,100.0,100.0,100.0,39.0,58.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
409275,2016-01-07,Z1Z046S6,ST4000DX000,1.976651427858e-311,0,114,,91,100,100,95,,74,100,,100,,,,100.0,100.0,100.0,100.0,100.0,62.0,100.0,100.0,100.0,38.0,57.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
409976,2016-01-07,Z1Z055DY,ST4000DX000,1.976651427858e-311,0,114,,91,100,100,86,,97,100,,100,,,,100.0,100.0,100.0,100.0,99.0,74.0,100.0,100.0,100.0,26.0,58.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
410316,2016-01-07,Z1Z05927,ST4000DX000,1.976651427858e-311,0,118,,90,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,84.0,69.0,100.0,100.0,100.0,31.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
410903,2016-01-07,Z1Z05LP2,ST4000DX000,1.976651427858e-311,0,120,,90,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,100.0,69.0,100.0,100.0,100.0,31.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
410934,2016-01-07,Z1Z05APG,ST4000DX000,1.976651427858e-311,0,119,,91,100,100,86,,97,100,,100,,,,100.0,100.0,100.0,100.0,100.0,74.0,100.0,100.0,100.0,26.0,35.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
411356,2016-01-07,Z1Z04S1V,ST4000DX000,1.976651427858e-311,0,117,,90,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,100.0,65.0,100.0,100.0,100.0,35.0,54.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
411621,2016-01-07,Z1Z05QZV,ST4000DX000,1.976651427858e-311,0,115,,91,100,100,95,,74,100,,100,,,,100.0,100.0,100.0,100.0,99.0,63.0,100.0,100.0,100.0,37.0,58.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
411818,2016-01-07,Z1Z05J2K,ST4000DX000,1.976651427858e-311,0,114,,90,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,100.0,68.0,100.0,100.0,100.0,32.0,54.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
411874,2016-01-07,Z1Z03GZ2,ST4000DX000,1.976651427858e-311,0,117,,91,100,100,86,,97,100,,100,,,,100.0,100.0,100.0,100.0,99.0,78.0,100.0,100.0,100.0,22.0,60.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
412077,2016-01-07,Z1Z03F55,ST4000DX000,1.976651427858e-311,0,119,,90,100,100,95,,72,100,,100,,,,100.0,100.0,100.0,100.0,98.0,65.0,100.0,100.0,100.0,35.0,56.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
412128,2016-01-07,Z1Z03F5X,ST4000DX000,1.976651427858e-311,0,112,,94,100,100,95,,72,100,,100,,,,100.0,100.0,100.0,100.0,99.0,66.0,100.0,100.0,100.0,34.0,36.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
412269,2016-01-07,Z1Z0543B,ST4000DX000,1.976651427858e-311,0,100,,90,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,99.0,69.0,100.0,100.0,100.0,31.0,60.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
412272,2016-01-07,Z1Z05439,ST4000DX000,1.976651427858e-311,0,107,,91,100,100,86,,97,100,,100,,,,100.0,100.0,100.0,100.0,99.0,79.0,100.0,100.0,100.0,21.0,58.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
412312,2016-01-07,Z1Z03EJ2,ST4000DX000,1.976651427858e-311,0,112,,90,100,100,95,,72,100,,100,,,,100.0,100.0,100.0,100.0,99.0,66.0,100.0,100.0,100.0,34.0,56.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
412315,2016-01-07,Z1Z03EJ5,ST4000DX000,1.976651427858e-311,0,119,,90,100,100,95,,72,100,,100,,,,100.0,100.0,100.0,100.0,99.0,65.0,100.0,100.0,100.0,35.0,54.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
412317,2016-01-07,Z1Z03EJD,ST4000DX000,1.976651427858e-311,0,118,,90,100,100,95,,72,100,,100,,,,100.0,100.0,100.0,100.0,100.0,66.0,100.0,100.0,100.0,34.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
412670,2016-01-07,Z1Z06G0S,ST4000DX000,1.976651427858e-311,0,115,,91,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,99.0,66.0,100.0,100.0,100.0,34.0,52.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
