,date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_2_normalized,smart_3_normalized,smart_4_normalized,smart_5_normalized,smart_7_normalized,smart_8_normalized,smart_9_normalized,smart_10_normalized,smart_11_normalized,smart_12_normalized,smart_13_normalized,smart_15_normalized,smart_22_normalized,smart_183_normalized,smart_184_normalized,smart_187_normalized,smart_188_normalized,smart_189_normalized,smart_190_normalized,smart_191_normalized,smart_192_normalized,smart_193_normalized,smart_194_normalized,smart_195_normalized,smart_196_normalized,smart_197_normalized,smart_198_normalized,smart_199_normalized,smart_200_normalized,smart_201_normalized,smart_220_normalized,smart_222_normalized,smart_223_normalized,smart_224_normalized,smart_225_normalized,smart_226_normalized,smart_240_normalized,smart_241_normalized,smart_242_normalized,smart_250_normalized,smart_251_normalized,smart_252_normalized,smart_254_normalized,smart_255_normalized
527758,2016-01-09,WD-WCC4M7UYXZJ3,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,92,100,100.0,100,,,,,,,,,,,200.0,200.0,116.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
528050,2016-01-09,WD-WMC4M2889354,WDC WD20EFRX,9.88328391275e-312,0,200,,174,100,200,200,,81,100,100.0,100,,,,,,,,,,,200.0,200.0,125.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
528064,2016-01-09,WD-WCC4MDVJ8FKU,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,89,100,100.0,100,,,,,,,,,,,200.0,200.0,119.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
528261,2016-01-09,WD-WCC4M1NADYE2,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,97,100,100.0,100,,,,,,,,,,,200.0,200.0,126.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
528367,2016-01-09,WD-WCC4MPP407ML,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,88,100,100.0,100,,,,,,,,,,,200.0,200.0,121.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
528631,2016-01-09,WD-WCC4M6JXY3RZ,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,92,100,100.0,100,,,,,,,,,,,200.0,200.0,120.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
529834,2016-01-09,WD-WCC4M6JXYVUR,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,92,100,100.0,100,,,,,,,,,,,200.0,200.0,122.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
530089,2016-01-09,WD-WCC4M6XLPUYT,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,200,,93,100,100.0,100,,,,,,,,,,,200.0,200.0,130.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
530455,2016-01-09,WD-WCC4M7FXT4V4,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,98,100,100.0,100,,,,,,,,,,,200.0,200.0,117.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
530695,2016-01-09,WD-WCC4M54TT0A3,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,88,100,100.0,100,,,,,,,,,,,200.0,200.0,125.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
531161,2016-01-09,WD-WCC4M7UYXP88,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,93,100,100.0,100,,,,,,,,,,,200.0,200.0,125.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
531605,2016-01-09,WD-WMC4M2932620,WDC WD20EFRX,9.88328391275e-312,0,200,,172,100,200,100,,85,100,100.0,100,,,,,,,,,,,200.0,200.0,125.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
532068,2016-01-09,WD-WCC4M3TTXNSN,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,96,100,100.0,100,,,,,,,,,,,200.0,200.0,118.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
532606,2016-01-09,WD-WMC4M2932477,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,84,100,100.0,100,,,,,,,,,,,200.0,200.0,124.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
533534,2016-01-09,WD-WCC4MNFANCTZ,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,91,100,100.0,100,,,,,,,,,,,200.0,200.0,128.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
534695,2016-01-09,WD-WCC4M3377445,WDC WD20EFRX,9.88328391275e-312,0,200,,186,100,200,100,,86,100,100.0,100,,,,,,,,,,,200.0,200.0,108.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
534734,2016-01-09,WD-WCC4M6JXYNZZ,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,92,100,100.0,100,,,,,,,,,,,200.0,200.0,117.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
535009,2016-01-09,WD-WCC4M3378418,WDC WD20EFRX,9.88328391275e-312,0,200,,183,100,200,100,,86,100,100.0,100,,,,,,,,,,,200.0,200.0,124.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
535047,2016-01-09,WD-WMC4M2932082,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,79,100,100.0,100,,,,,,,,,,,200.0,200.0,119.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
535271,2016-01-09,WD-WCC4M7FXTD1R,WDC WD20EFRX,9.88328391275e-312,0,200,,167,100,200,100,,96,100,100.0,100,,,,,,,,,,,200.0,200.0,129.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
535407,2016-01-09,WD-WCC4M7DL74LE,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,95,100,100.0,100,,,,,,,,,,,200.0,200.0,112.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
536120,2016-01-09,WD-WCC4MJPUYVU3,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,88,100,100.0,100,,,,,,,,,,,200.0,200.0,124.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
536212,2016-01-09,WD-WCC4M6JXYVPD,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,200,,92,100,100.0,100,,,,,,,,,,,200.0,200.0,121.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
537646,2016-01-09,WD-WMC4N2049295,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,92,100,100.0,100,,,,,,,,,,,200.0,200.0,131.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
537803,2016-01-09,WD-WCC4MNDZA7P3,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,89,100,100.0,100,,,,,,,,,,,200.0,200.0,113.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
538303,2016-01-09,WD-WCC4M1NADUAP,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,97,100,100.0,100,,,,,,,,,,,200.0,200.0,119.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
538559,2016-01-09,WD-WCC4M7FXTY17,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,97,100,100.0,100,,,,,,,,,,,200.0,200.0,115.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
539096,2016-01-09,WD-WCC4MEX549AA,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,89,100,100.0,100,,,,,,,,,,,200.0,200.0,128.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
539154,2016-01-09,WD-WCC4M76LYVC3,WDC WD20EFRX,9.88328391275e-312,0,200,,168,100,200,100,,86,100,100.0,100,,,,,,,,,,,200.0,200.0,129.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
539947,2016-01-09,WD-WMC4M2932590,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,85,100,100.0,100,,,,,,,,,,,200.0,200.0,126.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
541354,2016-01-09,WD-WCC4MDVJ8RND,WDC WD20EFRX,9.88328391275e-312,0,200,,191,100,200,100,,91,100,100.0,100,,,,,,,,,,,200.0,200.0,128.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
541814,2016-01-09,WD-WCC4MP2AT54F,WDC WD20EFRX,9.88328391275e-312,0,200,,174,100,200,100,,91,100,100.0,100,,,,,,,,,,,200.0,200.0,125.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
543570,2016-01-09,WD-WCC4M7UYX3ZY,WDC WD20EFRX,9.88328391275e-312,0,200,,175,100,200,100,,92,100,100.0,100,,,,,,,,,,,200.0,200.0,116.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
543650,2016-01-09,WD-WCC4M54TT9S4,WDC WD20EFRX,9.88328391275e-312,0,200,,173,100,200,200,,89,100,100.0,100,,,,,,,,,,,200.0,200.0,121.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
543679,2016-01-09,WD-WCC4MHKFS6NZ,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,91,100,100.0,100,,,,,,,,,,,200.0,200.0,128.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
543792,2016-01-09,WD-WCC4MDCFR4FE,WDC WD20EFRX,9.88328391275e-312,0,200,,175,100,200,100,,91,100,100.0,100,,,,,,,,,,,200.0,200.0,120.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
543833,2016-01-09,WD-WCC4M2TEA3P4,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,92,100,100.0,100,,,,,,,,,,,200.0,200.0,117.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
544338,2016-01-09,WD-WCC4MJAJF7LP,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,91,100,100.0,100,,,,,,,,,,,200.0,200.0,123.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
544734,2016-01-09,WD-WCC4M6EFN22D,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,200,,93,100,100.0,100,,,,,,,,,,,200.0,200.0,130.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
544857,2016-01-09,WD-WCC4MR30PZJ0,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,87,100,100.0,100,,,,,,,,,,,200.0,200.0,117.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
544909,2016-01-09,WD-WCC4M0PT9XXZ,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,94,100,100.0,100,,,,,,,,,,,200.0,200.0,119.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
545054,2016-01-09,WD-WCC4M6JXYCDL,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,93,100,100.0,100,,,,,,,,,,,200.0,200.0,114.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
545195,2016-01-09,WD-WCC4MLC96D69,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,88,100,100.0,100,,,,,,,,,,,200.0,200.0,118.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
546902,2016-01-09,WD-WCC4MRDT3R18,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,91,100,100.0,100,,,,,,,,,,,200.0,200.0,129.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
547147,2016-01-09,WD-WMC4M2889644,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,80,100,100.0,100,,,,,,,,,,,200.0,200.0,124.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
548169,2016-01-09,WD-WMC4M2935768,WDC WD20EFRX,9.88328391275e-312,0,200,,175,100,200,100,,88,100,100.0,100,,,,,,,,,,,200.0,200.0,114.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
550410,2016-01-09,WD-WCC4M7DL7J2V,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,94,100,100.0,100,,,,,,,,,,,200.0,200.0,128.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
550640,2016-01-09,WD-WCC4M3TTX5X3,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,96,100,100.0,100,,,,,,,,,,,200.0,200.0,120.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
550657,2016-01-09,WD-WCC4M3TTX5XK,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,200,,94,100,100.0,100,,,,,,,,,,,200.0,200.0,128.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
551262,2016-01-09,WD-WCC4M3HF7JY1,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,94,100,100.0,100,,,,,,,,,,,200.0,200.0,127.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
552646,2016-01-09,WD-WCC4MDCFRDSK,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,200,,91,100,100.0,100,,,,,,,,,,,200.0,200.0,127.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
552787,2016-01-09,WD-WCC4M3TTXX9Z,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,98,100,100.0,100,,,,,,,,,,,200.0,200.0,118.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
553373,2016-01-09,WD-WCC4M7FXTHUN,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,94,100,100.0,100,,,,,,,,,,,200.0,200.0,125.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
553379,2016-01-09,WD-WCC4M6XLP1Z7,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,92,100,100.0,100,,,,,,,,,,,200.0,200.0,113.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
554030,2016-01-09,WD-WCC4M6JXY9F2,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,92,100,100.0,100,,,,,,,,,,,200.0,200.0,110.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
554391,2016-01-09,WD-WCC4MNFANCTS,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,91,100,100.0,100,,,,,,,,,,,200.0,200.0,120.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
554558,2016-01-09,WD-WMC4M2932705,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,80,100,100.0,100,,,,,,,,,,,200.0,200.0,119.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
554970,2016-01-09,WD-WCC4MJAJFEDS,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,91,100,100.0,100,,,,,,,,,,,200.0,200.0,129.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
555097,2016-01-09,WD-WCC4M7FXTFFN,WDC WD20EFRX,9.88328391275e-312,0,200,,172,100,200,100,,96,100,100.0,100,,,,,,,,,,,200.0,200.0,122.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
555212,2016-01-09,WD-WCC4M0JY6Y3A,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,93,100,100.0,100,,,,,,,,,,,200.0,200.0,123.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
555220,2016-01-09,WD-WCC4M7DL72K5,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,95,100,100.0,100,,,,,,,,,,,200.0,200.0,128.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
555275,2016-01-09,WD-WCC4M6JXYHXU,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,92,100,100.0,100,,,,,,,,,,,200.0,200.0,118.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
556055,2016-01-09,WD-WCC4N0872028,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,96,100,100.0,100,,,,,,,,,,,200.0,200.0,122.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
556061,2016-01-09,WD-WCC4M7DL70H4,WDC WD20EFRX,9.88328391275e-312,0,200,,168,100,200,100,,96,100,100.0,100,,,,,,,,,,,200.0,200.0,126.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
556072,2016-01-09,WD-WCC4MNFAN61N,WDC WD20EFRX,9.88328391275e-312,0,200,,175,100,200,100,,91,100,100.0,100,,,,,,,,,,,200.0,200.0,119.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
558655,2016-01-09,WD-WCC4M1PCL5XJ,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,92,100,100.0,100,,,,,,,,,,,200.0,200.0,116.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
559353,2016-01-09,WD-WCC4M7DL7JZ3,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,94,100,100.0,100,,,,,,,,,,,200.0,200.0,122.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
559399,2016-01-09,WD-WCC4MKCL6TP9,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,91,100,100.0,100,,,,,,,,,,,200.0,200.0,123.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
559969,2016-01-09,WD-WCC4MNFANP5C,WDC WD20EFRX,9.88328391275e-312,0,200,,175,100,200,100,,89,100,100.0,100,,,,,,,,,,,200.0,200.0,123.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
561283,2016-01-09,WD-WMC4M2891720,WDC WD20EFRX,9.88328391275e-312,0,200,,171,100,200,100,,84,100,100.0,100,,,,,,,,,,,200.0,200.0,119.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
561648,2016-01-09,WD-WCC4M6JXY2H5,WDC WD20EFRX,9.88328391275e-312,0,200,,184,100,200,100,,93,100,100.0,100,,,,,,,,,,,200.0,199.0,125.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
562049,2016-01-09,WD-WCC4M7UYXYA3,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,93,100,100.0,100,,,,,,,,,,,200.0,200.0,125.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
562846,2016-01-09,WD-WCC4M3HF70JK,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,96,100,100.0,100,,,,,,,,,,,200.0,200.0,123.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
562932,2016-01-09,WD-WCC4M0JY6PA2,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,94,100,100.0,100,,,,,,,,,,,200.0,200.0,128.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
563200,2016-01-09,WD-WMC4M2932562,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,200,,85,100,100.0,100,,,,,,,,,,,200.0,200.0,125.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
563249,2016-01-09,WD-WCC4M7DL7ZEJ,WDC WD20EFRX,9.88328391275e-312,0,200,,174,100,200,100,,96,100,100.0,100,,,,,,,,,,,200.0,200.0,119.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
563387,2016-01-09,WD-WCC4MJAJF5ND,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,91,100,100.0,100,,,,,,,,,,,200.0,200.0,127.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
563447,2016-01-09,WD-WMC4M2936083,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,200,,85,100,100.0,100,,,,,,,,,,,200.0,200.0,123.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
564320,2016-01-09,WD-WCC4M7FXTAT5,WDC WD20EFRX,9.88328391275e-312,0,200,,188,100,200,100,,97,100,100.0,100,,,,,,,,,,,200.0,200.0,120.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
564556,2016-01-09,WD-WCC4M3377402,WDC WD20EFRX,9.88328391275e-312,0,200,,170,100,200,100,,86,100,100.0,100,,,,,,,,,,,200.0,200.0,124.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
564723,2016-01-09,WD-WCC4MP4L4S27,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,89,100,100.0,100,,,,,,,,,,,200.0,200.0,125.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
564879,2016-01-09,WD-WCC4M6JXYRC3,WDC WD20EFRX,9.88328391275e-312,0,200,,175,100,200,100,,92,100,100.0,100,,,,,,,,,,,200.0,200.0,123.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
565194,2016-01-09,WD-WCC4M6XLPSC2,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,93,100,100.0,100,,,,,,,,,,,200.0,200.0,123.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
565511,2016-01-09,WD-WCC4M7UYX9Y3,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,200,,93,100,100.0,100,,,,,,,,,,,200.0,200.0,128.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
565688,2016-01-09,WD-WCC4M76LYW4U,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,87,100,100.0,100,,,,,,,,,,,200.0,200.0,119.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
565783,2016-01-09,WD-WCC4M7UYXC4Z,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,92,100,100.0,100,,,,,,,,,,,200.0,200.0,117.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
565940,2016-01-09,WD-WCC4M7FXTKA0,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,98,100,100.0,100,,,,,,,,,,,200.0,200.0,118.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
566371,2016-01-09,WD-WCC4M6JXYS8A,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,200,,92,100,100.0,100,,,,,,,,,,,200.0,200.0,125.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
567323,2016-01-09,WD-WCC4MFCST1HV,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,87,100,100.0,100,,,,,,,,,,,200.0,200.0,121.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
568484,2016-01-09,WD-WMC4M2888278,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,84,100,100.0,100,,,,,,,,,,,200.0,200.0,115.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
569196,2016-01-09,WD-WCC4M7UYXRJR,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,93,100,100.0,100,,,,,,,,,,,200.0,200.0,111.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
569587,2016-01-09,WD-WCC4M3371514,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,200,,89,100,100.0,100,,,,,,,,,,,200.0,200.0,118.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
570296,2016-01-09,WD-WCC4M3TTXPEN,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,96,100,100.0,100,,,,,,,,,,,200.0,200.0,122.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
570554,2016-01-09,WD-WCC4M1NAD3U5,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,97,100,100.0,100,,,,,,,,,,,200.0,200.0,121.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
570874,2016-01-09,WD-WCC4M2TEAULL,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,93,100,100.0,100,,,,,,,,,,,200.0,200.0,118.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
571113,2016-01-09,WD-WCC4M3388246,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,89,100,100.0,100,,,,,,,,,,,200.0,200.0,125.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
571209,2016-01-09,WD-WCC4M7FXTV3U,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,95,100,100.0,100,,,,,,,,,,,200.0,200.0,114.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
571551,2016-01-09,WD-WCC4M7FXT7F1,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,96,100,100.0,100,,,,,,,,,,,200.0,200.0,109.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
571963,2016-01-09,WD-WCC4MDCFRNVK,WDC WD20EFRX,9.88328391275e-312,0,200,,173,100,200,100,,91,100,100.0,100,,,,,,,,,,,200.0,200.0,123.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
572183,2016-01-09,WD-WMC4M2888188,WDC WD20EFRX,9.88328391275e-312,0,200,,171,100,200,100,,80,100,100.0,100,,,,,,,,,,,200.0,200.0,122.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
572362,2016-01-09,WD-WMC4M2932732,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,79,100,100.0,100,,,,,,,,,,,200.0,200.0,119.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
572374,2016-01-09,WD-WCC4M3TTXZV1,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,200,,97,100,100.0,100,,,,,,,,,,,200.0,200.0,123.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
572972,2016-01-09,WD-WCC4MFHLXE96,WDC WD20EFRX,9.88328391275e-312,0,200,,176,100,200,100,,90,100,100.0,100,,,,,,,,,,,200.0,200.0,123.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
573142,2016-01-09,WD-WCC4M7FXTNCH,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,94,100,100.0,100,,,,,,,,,,,200.0,200.0,109.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
574293,2016-01-09,WD-WCC4M3TTXF2F,WDC WD20EFRX,9.88328391275e-312,0,200,,172,100,200,100,,98,100,100.0,100,,,,,,,,,,,200.0,200.0,127.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
574363,2016-01-09,WD-WCC4M4AP19VS,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,92,100,100.0,100,,,,,,,,,,,200.0,200.0,128.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
576221,2016-01-10,WD-WCC4M7FXTYJZ,WDC WD20EFRX,9.88328391275e-312,0,200,,174,100,200,100,,98,100,100.0,100,,,,,,,,,,,200.0,200.0,123.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
576958,2016-01-10,WD-WMC4M2889605,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,200,,85,100,100.0,100,,,,,,,,,,,200.0,200.0,125.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
577198,2016-01-10,WD-WCC4M6EFNKX7,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,92,100,100.0,100,,,,,,,,,,,200.0,200.0,123.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
577496,2016-01-10,WD-WCC4M7UYX7J3,WDC WD20EFRX,9.88328391275e-312,0,200,,172,100,200,100,,94,100,100.0,100,,,,,,,,,,,200.0,200.0,121.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
577566,2016-01-10,WD-WCC4M3TTXLXD,WDC WD20EFRX,9.88328391275e-312,0,200,,100,100,200,100,,94,100,100.0,100,,,,,,,,,,,200.0,200.0,125.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
